fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,intersection_directions_french,access_days_time_french,bd_blends_french,groups_with_access_code_french,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code,facility_type,cng_dispenser_num,cng_on_site_renewable_source,cng_total_compression_capacity,cng_storage_capacity,lng_on_site_renewable_source,e85_other_ethanol_blends,ev_pricing,ev_pricing_french,lpg_nozzle_types,hydrogen_pressures,hydrogen_standards,cng_fill_type_code,cng_psi,cng_vehicle_class,lng_vehicle_class,ev_on_site_renewable_source,georeference,location
ELEC,"1 WATERLINE STATION#3",10 Riverside Blvd,,New York,NY,10069,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773005,-73.992868,2022-03-29,207730,2022-03-29T00:38:17,,,,2022-03-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.992868 40.773005),POINT(-73.992868 40.773005)
ELEC,SUNY BUFFALO PARKER 2,185 Hayes Rd,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.951003,-78.822599,2022-03-29,182225,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.822599 42.951003),POINT(-78.822599 42.951003)
ELEC,VANDERZEE COMM EV3,2114 NY-7 Vanderzee Commerical Lot,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.807058,-73.545238,2022-03-29,190054,2022-03-29T00:38:17,,,,2021-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.545238 42.807058),POINT(-73.545238 42.807058)
ELEC,Broadway Commons - Target,358 N Broadway Commons,,Hicksville,NY,11801,,888-264-2208,E,,Public,6am-12pm daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.771780,-73.532246,2021-04-08,152207,2022-02-10T19:42:29,P,,,2020-01-20,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,POINT (-73.532246 40.77178),POINT(-73.532246 40.771780)
ELEC,MP 102 LLC MP 102 LLC,1214 Fifth Avenue,,New York,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791267,-73.952039,2022-03-29,162472,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.952039 40.791267),POINT(-73.952039 40.791267)
LPG,U-Haul,290 Jefferson Rd,,Henrietta,NY,14623,,585-292-7000,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,43.092951,-77.652374,2021-06-07,67617,2022-02-22T14:31:10,P,,,2015-06-01,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,"QUICK_CONNECT"", ""ACME",,,,,,,,POINT (-77.652374 43.092951),POINT(-77.652374 43.092951)
E85,Joe's Quick Mart - Shell,9 Haines Rd,,Bedford Hills,NY,10507,,585-347-5070,E,,Public,6am-10pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.238460,-73.701367,2021-12-09,33849,2022-03-08T23:29:44,P,,,2018-07-15,,,,false,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,POINT (-73.701367 41.23846),POINT(-73.701367 41.238460)
ELEC,RTS RTS ORLEANS,225 W Academy St,,Albion,NY,14411,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.239445,-78.198180,2022-03-29,154334,2022-03-29T00:38:17,,,,2020-03-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.19818 43.239445),POINT(-78.198180 43.239445)
ELEC,Village Hall,20 W Summit St,,Lakewood,NY,14750,,716-763-8557,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.103591,-79.328576,2020-06-09,157955,2021-03-11T23:22:17,P,,,2020-05-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,POINT (-79.328576 42.103591),POINT(-79.328576 42.103591)
ELEC,DEER PARK TANGER EV 6,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762405,-73.305830,2022-03-29,180165,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.30583 40.762405),POINT(-73.305830 40.762405)
ELEC,MB HUNTINGTON MBH 1,1103 E Jericho Turnpike,,Huntington,NY,11743,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.834535,-73.366886,2022-03-29,194097,2022-03-29T00:38:17,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.366886 40.834535),POINT(-73.366886 40.834535)
ELEC,AUSTERLITZ EVSE AUSTERLITZ EVSE,812 NY-203,,Spencertown,NY,12165,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.323037,-73.545487,2022-03-29,162193,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.545487 42.323037),POINT(-73.545487 42.323037)
ELEC,Parkit 200 West End Ave - Tesla Destination,200 West End Ave,,New York,NY,10023,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.777982,-73.985407,2020-11-03,169014,2021-03-11T23:22:17,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.985407 40.777982),POINT(-73.985407 40.777982)
ELEC,Icon Parking 235 W 48th - Tesla Destination,235 W 48th St,,Manhattan,NY,10036,,212-245-9421  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760856,-73.986218,2020-11-03,114972,2021-03-11T23:22:17,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.986218 40.760856),POINT(-73.986218 40.760856)
ELEC,University at Albany - Indigenous Quad Parking Area,1400 Washington Ave,Life Sciences Ln and Center Dr E,Albany,NY,12222,,,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.683683,-73.821903,2021-06-07,123303,2021-12-06T18:36:15,P,,,2018-04-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,POINT (-73.821903 42.683683),POINT(-73.821903 42.683683)
ELEC,PANYNJ JFK Y GARAGE 1,JFK Access Rd JFK International Airport,,Queens,NY,11430,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.645659,-73.779481,2022-03-29,174641,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.779481 40.645659),POINT(-73.779481 40.645659)
ELEC,MB OF BUFFALO DC MERC BUFF 1,8185 Main St,,Williamsville,NY,14221,,888-758-4389,E,,Public,Mon 8:00am - 6:00pm; Tue 8:00am - 6:00pm; Wed 8:00am - 6:00pm; Thu 8:00am - 6:00pm; Fri 8:00am - 6:00pm; Sat 9:00am - 5:00pm,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964535,-78.688731,2022-03-29,202805,2022-03-29T00:38:17,,,,2021-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.688731 42.964535),POINT(-78.688731 42.964535)
ELEC,MAIN DEL LAGO 1ST FL,1133 NY-414,,Waterloo,NY,13165,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.969966,-76.845282,2022-03-29,162381,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.845282 42.969966),POINT(-76.845282 42.969966)
E85,Horseblock Petroleum,1099 Horseblock Rd,,Farmingville,NY,11738,,631-627-3574,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.829874,-73.014191,2021-10-12,38500,2022-03-10T14:38:58,P,,,2011-01-31,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,POINT (-73.014191 40.829874),POINT(-73.014191 40.829874)
ELEC,Mohawk Valley Welcome Center,I90 Westbound Milepost 187,,Fultonville,NY,12072,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,42.916201,-74.446642,2022-03-29,165567,2022-03-29T04:31:38,,,,2020-08-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.446642 42.916201),POINT(-74.446642 42.916201)
ELEC,Castellani Art Museum - Niagara University,5795 Lewiston Rd,,Niagara University,NY,14109,,716-286-8200,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.136934,-79.036462,2020-06-09,147097,2021-03-11T23:22:17,P,,,2019-01-01,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,POINT (-79.036462 43.136934),POINT(-79.036462 43.136934)
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.128557,-78.696197,2020-06-09,44354,2021-03-11T23:22:17,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-78.696197 43.128557),POINT(-78.696197 43.128557)
ELEC,420 Broadway -Schenectady,420 Broadway,,Schenectady,NY,12305,,518-691-3119,E,,Public,24 hours daily,,,,,,6,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.807848,-73.946014,2021-06-07,189503,2022-02-10T19:42:29,P,,,2021-04-30,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,NONE,POINT (-73.9460144 42.8078485),POINT(-73.946014 42.807848)
ELEC,Icon Parking 55 W 14th Street - Tesla Destination,55 W 14th St,,New York,NY,10011,,212-242-9218  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.737266,-73.996110,2020-11-03,115159,2021-03-11T23:22:17,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.99611 40.737266),POINT(-73.996110 40.737266)
ELEC,NATIONAL GRID EMPIRE STATE,113 West Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.077743,-73.804522,2022-03-29,162223,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.804522 43.077743),POINT(-73.804522 43.077743)
ELEC,Central Parking - 146 W 57th St,146 West 57th Street,Underground Parking,New York,NY,10019,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.764609,-73.979517,2022-03-29,164738,2022-03-29T02:05:23,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,POINT (-73.979517 40.764609),POINT(-73.979517 40.764609)
ELEC,HARMONY MILLS 1 RIVERVIEW 1.1,N Mohawk St & Vliet St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.780510,-73.704094,2022-03-29,149628,2022-03-29T00:38:17,,,,2019-11-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.704094 42.78051),POINT(-73.704094 42.780510)
ELEC,Tony Mangino Mitsubishi,1658 Route 9,,Clifton Park,NY,12065,,518-373-4100,E,,Public,24 hours daily; priority for Mitsubishi vehicles,,,,,,2,,,Non-Networked,,200-9,42.858085,-73.762909,2021-06-07,98431,2022-02-10T19:42:29,P,,,2012-01-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-73.762909 42.858085),POINT(-73.762909 42.858085)
ELEC,SULLIVAN PARK CMOG,121 Center Way,,Corning,NY,14830,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.153053,-77.053910,2022-03-29,122698,2022-03-29T00:38:17,,,,2019-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.05391 42.153053),POINT(-77.053910 42.153053)
ELEC,MARKET CENTER 55 RAILROAD 1.2,55 Railroad Pl,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.082480,-73.787850,2022-03-29,170004,2022-03-29T00:38:17,,,,2020-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.78785 43.08248),POINT(-73.787850 43.082480)
ELEC,TOWN OF BABYLON OVERLOOK 2,100 Ocean Pkwy,,Babylon,NY,11702,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.633720,-73.333663,2022-03-29,162279,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.333663 40.63372),POINT(-73.333663 40.633720)
ELEC,BURNS MGT SKIDMORE APTS,86 Circular Street,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.078698,-73.781219,2022-03-29,123595,2022-03-29T00:38:17,,,,2019-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.781219 43.078698),POINT(-73.781219 43.078698)
ELEC,AAA Latham - Tesla Destination,595 New Loudon Rd,,Latham,NY,12110,,518-426-1000  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.728097,-73.759578,2020-11-03,114967,2021-03-11T23:22:17,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,POINT (-73.759578 42.728097),POINT(-73.759578 42.728097)
ELEC,ATRIUM EVCHARGE RSPJ EV 1,10 Maxwell Dr,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.868153,-73.781812,2022-03-29,153230,2022-03-29T00:38:17,,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.781812 42.868153),POINT(-73.781812 42.868153)
ELEC,WHITE PLAINS EVSE3,1 Maple Ave,,White Plains,NY,10605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.028590,-73.759544,2022-03-29,197209,2022-03-29T00:38:17,,,,2021-10-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.759544 41.02859),POINT(-73.759544 41.028590)
ELEC,TownePlace Suites - Buffalo Airport,4265 Genesee St,,Buffalo,NY,14225,,716-839-1880,E,,Public,24 hours daily; chargers for guest use only,,,,,,4,,,Non-Networked,,GPS,42.930570,-78.728499,2022-03-07,104733,2022-03-07T19:49:53,P,,,2018-11-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-78.728499 42.93057),POINT(-78.728499 42.930570)
ELEC,THE SAGAMORE SAGAMORE 1.4,433 Boathouse Ln,,Bolton,NY,12814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.557040,-73.645096,2022-03-29,175036,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.645096 43.55704),POINT(-73.645096 43.557040)
CNG,Clean Energy - Cedar Bus Co,401 E Amherst St,,Buffalo,NY,14215,,716-898-7900,E,,Public - Credit card at all times,24 hours daily; tractor-trailers should contact the station before fueling to confirm space is available,A CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,42.938929,-78.823213,2021-11-04,64694,2022-02-10T19:42:29,P,,,2016-04-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,NONE,1100,117330,,,,,,,,Q,3600,HD,,,POINT (-78.823213 42.938929),POINT(-78.823213 42.938929)
ELEC,Icon Parking - Patriot Parking,376 Greenwich Street,,New York,NY,10013,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.719772,-74.010475,2022-03-29,164680,2022-03-29T02:05:23,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,POINT (-74.010475 40.719772),POINT(-74.010475 40.719772)
ELEC,BURNS MGT BROOM SHOP 4,4 Broom Shop Ln,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.739843,-73.790080,2022-03-29,193394,2022-03-29T00:38:17,,,,2021-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.79008 42.739843),POINT(-73.790080 42.739843)
ELEC,WATERVLIET PARK 4,28 Selke Dr,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.729469,-73.698687,2022-03-29,202124,2022-03-29T00:38:17,,,,2021-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.698687 42.729469),POINT(-73.698687 42.729469)
ELEC,Maguire Nissan,716 W Genesee,,Syracuse,NY,13204,,315-802-4432,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-8,43.053474,-76.163547,2020-06-09,85970,2021-03-11T23:22:17,P,,,2017-03-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-76.163547 43.053474),POINT(-76.163547 43.053474)
ELEC,OLYMPIC SPORTS  SPORTS 7,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.220506,-73.923843,2022-03-29,182113,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.923843 44.220506),POINT(-73.923843 44.220506)
ELEC,TOWN OF BABYLON TANNER PARK 2,Tanner Park,,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.656884,-73.396359,2022-03-29,180136,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.396359 40.656884),POINT(-73.396359 40.656884)
ELEC,RidgeWell Fitness,3555 Main St,,Stone Ridge,NY,12484,,845-687-8806,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,41.852508,-74.138776,2022-03-07,167131,2022-03-07T19:49:53,P,,,2020-09-21,,,,,TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,POINT (-74.138776 41.852508),POINT(-74.138776 41.852508)
ELEC,Town of Veteran,4049 Watkins Rd,Located in the back on white outbuilding; near the parking spaces reserved for electric vehicles,Millport,NY,14864,,607-739-1476,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.250834,-76.838332,2020-03-03,99950,2021-03-11T23:22:17,LG,,,2018-07-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,POINT (-76.838332 42.250834),POINT(-76.838332 42.250834)
ELEC,SSCCA SSCC - 02,37 High Rock Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.084467,-73.782677,2022-03-29,171216,2022-03-29T00:38:17,,,,2021-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.782677 43.084467),POINT(-73.782677 43.084467)
ELEC,iPark NYC 1025 83rd - Tesla Destination,11 E 83rd St,,New York,NY,10028,,855-472-7569  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.779468,-73.961086,2020-11-03,114999,2021-03-11T23:22:17,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.961086 40.779468),POINT(-73.961086 40.779468)
ELEC,CAYUGA MED CTR. CAYUGA MEDICAL,101 Dates Dr,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.468963,-76.538457,2022-03-29,186535,2022-03-29T00:38:17,,,,2021-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.538457 42.468963),POINT(-76.538457 42.468963)
ELEC,RRH RIEDMAN CAMP2,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.201899,-77.574545,2022-03-29,173959,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.574545 43.201899),POINT(-77.574545 43.201899)
ELEC,RIVERHEAD BAY VW_408150_A,1521 Old Country Rd,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.925695,-72.692471,2022-03-29,162424,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-72.692471 40.925695),POINT(-72.692471 40.925695)
E85,US Petroleum,236 Larkfield Rd,,East Northport,NY,11731,,631-486-6790,E,,Public,5am-12am daily,A Cash D GasCard M V Voyager Wright_Exp,,,,,,,,,,200-9,40.877161,-73.325083,2022-01-10,43572,2022-03-08T23:40:20,P,,,2011-07-01,,,,false,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,POINT (-73.325083 40.877161),POINT(-73.325083 40.877161)
LPG,Mirabito Fuels,3200 Old Vestal Rd,Vesal Road & Shipping Road,Vestal,NY,13850,,607-770-9805,E,,Public,7am-9pm daily,Cash D Debit M V,,,,,,,,,,GPS,42.103146,-75.998508,2021-03-15,103196,2022-03-08T15:35:00,P,,,2018-08-15,,,true,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,"ACME"", ""QUICK_CONNECT",,,,,,,,POINT (-75.9985083263893 42.1031455784432),POINT(-75.998508 42.103146)
ELEC,NATIONAL GRID NIAGARA FALLS 1,350 Prospect St,,Niagara Falls,NY,14303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.086961,-79.065842,2022-03-29,162239,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-79.065842 43.086961),POINT(-79.065842 43.086961)
ELEC,MUNICIPAL EVSE HOCKEY ICE RINK,Fire rd,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.322006,-73.665400,2022-03-29,175501,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.6654 43.322006),POINT(-73.665400 43.322006)
ELEC,Lebrun Nissan,396 Grant Ave,,Auburn,NY,13021,,315-253-7700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.966894,-76.535879,2020-06-09,44321,2021-03-11T23:22:17,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-76.535879 42.966894),POINT(-76.535879 42.966894)
ELEC,RRH CARTER 1 FL GW1,1415 Portland Ave,,Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.191475,-77.589269,2022-03-29,174458,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.589269 43.191475),POINT(-77.589269 43.191475)
ELEC,SYLVAN BEACH SUNSET PARK,1 Canal St,,Blossvale,NY,13308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.194434,-75.731126,2022-03-29,171231,2022-03-29T00:38:17,,,,2021-01-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.731126 43.194434),POINT(-75.731126 43.194434)
ELEC,TOWN OF FISHKIL STATION 1,807 NY-52,,Fishkill,NY,12524,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.526429,-73.922451,2022-03-29,207591,2022-03-29T00:38:17,,,,2022-03-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.922451 41.526429),POINT(-73.922451 41.526429)
